StreetAddress,MainAddress,X,Y
236 3RD AVE SE,"MAYVILLE, ND  58257-1422",-97.320892,47.498253
737 6TH AVE SW,"VALLEY CITY, ND  58072-3734",-98.010648,46.916672
708 3RD ST NW,"BOWMAN, ND  58623-4406",-103.405323,46.1858
1430 12TH STREET CT,"WEST FARGO, ND  58078-3335",-96.881591,46.859731
213 SHEILA DR,"BEULAH, ND  58523-6913",-101.789262,47.26533
253 7TH AVE N,"CARRINGTON, ND  58421-1651",-99.121959,47.45215
103 4TH AVE SE,"TOWNER, ND  58788",-100.403485,48.343715
508 17TH AVE N,"WAHPETON, ND  58075-3316",-96.60724,46.285068
341 SCHNELL DR,"OXBOW, ND  58047-5011",-96.801316,46.67754
4 ELM LN,"LISBON, ND  58054-4900",-97.6823,46.41123
401 D ST S,"GLEN ULLIN, ND  58631-7112",-101.825777,46.812472
120 PARKWAY LN,"NORTHWOOD, ND  58267-4501",-97.567454,47.728476
304 CHURCH ST,"TOWER CITY, ND  58071-4114",-97.677666,46.923088
138 WINDING WAY APT 1,"MINOT AFB, ND  58704-1657",-101.301054,48.419463
2435 26TH ST NE,"MARTIN, ND  58758-9300",-100.063015,47.789438
315 7TH ST,"THOMPSON, ND  58278-4117",-97.108338,47.780156
4060 DACK AVE,"GRAND ISLAND, NE  68803-1114",-98.400437,40.947915
1401 W H ST,"MC COOK, NE  69001-2971",-100.643236,40.204675
1323 W 5TH ST,"HASTINGS, NE  68901-4926",-98.399475,40.587772
4410 S 149TH TER,"OMAHA, NE  68137-5310",-96.146947,41.214896
717 N 6TH ST,"SEWARD, NE  68434-1407",-97.09952,40.913583
904 QUAIL RIDGE CIR,"PAPILLION, NE  68046-4326",-96.056258,41.168565
115 JEFFERSON AVE,"NORFOLK, NE  68701-6431",-97.408244,42.012499
1216 POTASH AVE,"ALLIANCE, NE  69301-2713",-102.861206,42.107094
611 11TH ST,"GOTHENBURG, NE  69138-2020",-100.160537,40.929092
1524 STONE ST APT 2,"FALLS CITY, NE  68355-2661",-95.602884,40.060054
4717 S 79TH AVE,"RALSTON, NE  68127-2704",-96.037398,41.211855
211 W 10TH ST,"OGALLALA, NE  69153-1410",-101.722599,41.132854
308 N BREWSTER AVE,"OAKLAND, NE  68045-1102",-96.462494,41.836193
2316 GRANT ST,"BEATRICE, NE  68310-3337",-96.72187,40.270249
7711 TERRY DR,"LA VISTA, NE  68128-3941",-96.034584,41.186145
1821 W F ST,"NORTH PLATTE, NE  69101-4973",-100.785256,41.12927
1309 OHIO ST # 1315,"FREMONT, NE  68025-2104",-96.513706,41.452795
609 EAST AVE,"HOLDREGE, NE  68949-2314",-99.370324,40.440401
316 COATES ST,"CRAWFORD, NE  69339-1128",-103.409903,42.681264
410 E 2ND ST,"FIRTH, NE  68358",-96.601143,40.532368
606 E 5TH ST,"KIMBALL, NE  69145-1606",-103.655645,41.23268
19311 SPYGLASS CT,"PLATTSMOUTH, NE  68048-7153",-95.971123,41.046429
1101 3RD ST,"PERU, NE  68421-3005",-95.727632,40.477343
1630 4TH ST,"GERING, NE  69341-3117",-103.650963,41.825499
142 W 11TH ST APT 3,"CRETE, NE  68333-2171",-96.962321,40.623673
518 GRAINLAND RD,"WAYNE, NE  68787-1750",-97.02316,42.228232
610 E 22ND ST,"SCHUYLER, NE  68661-1019",-97.052793,41.460087
1727 16TH AVE,"MITCHELL, NE  69357-1116",-103.810478,41.945735
444 S 10TH ST,"DAVID CITY, NE  68632-2147",-97.121325,41.246127
2209 AVENUE N,"SCOTTSBLUFF, NE  69361-2251",-103.680772,41.868714
4202 E AVE,"KEARNEY, NE  68847-2611",-99.074645,40.716331
531 N SHIMERDA ST,"WILBER, NE  68465-3007",-96.970403,40.488594
815 3RD AVE,"NEBRASKA CITY, NE  68410-2045",-95.855723,40.679128
1018 E 1ST ST,"AINSWORTH, NE  69210-1506",-99.849268,42.546155
15424 N 2ND ST,"BENNINGTON, NE  68007-5170",-96.15668,41.366266
1112 19TH RD,"WEST POINT, NE  68788-3512",-96.670929,41.889162
21514 ARABIAN RD,"ELKHORN, NE  68022-1049",-96.251683,41.295083
12 SHEPARD AVE,"SALEM, NH  03079-3451",-71.199002,42.771569
19 SONNY AVE,"GOFFSTOWN, NH  03045-2660",-71.518267,43.011352
50 HIGHLAND AVE,"DERRY, NH  03038-2657",-71.326047,42.87221
170 MAIN ST,"EPPING, NH  03042-2429",-71.073513,43.040261
5 SHARON AVE,"MERRIMACK, NH  03054-4042",-71.519537,42.859639
23 KENDALL POND RD,"LONDONDERRY, NH  03053-3751",-71.356712,42.84188
37 BELLEVUE ST,"KEENE, NH  03431-4349",-72.262468,42.928374
286 VARNEY RD,"CTR BARNSTEAD, NH  03225-3371",-71.224957,43.377367
12 LEWIS LN # 1,"EAST HAMPSTEAD, NH  03826-2447",-71.133511,42.890522
12 MALLARD DR,"HUDSON, NH  03051-3546",-71.395058,42.782812
143 RIDGE RD,"NASHUA, NH  03062-2212",-71.485418,42.706813
35 CERES ST,"PORTSMOUTH, NH  03801-3727",-70.757774,43.078785
115 MAPLE AVE,"ATKINSON, NH  03811-2246",-71.150295,42.847708
1303 SOUTH RD,"HOPKINTON, NH  03229-2126",-71.666034,43.158938
87 CHENEY AVE,"PETERBOROUGH, NH  03458-1558",-71.938592,42.870539
2 ALYCE DR,"NEWMARKET, NH  03857-2169",-71.001465,43.064472
47 PLEASANT HILL RD,"DEERFIELD, NH  03037-1111",-71.277765,43.197049
54 HIGHLAND ST,"LACONIA, NH  03246-3233",-71.461393,43.526942
11 NICHOLAS RD,"PLAISTOW, NH  03865-2222",-71.092281,42.848542
421 SOUTH RD,"RYE, NH  03870-2516",-70.788425,42.982727
80 WOODMAN RD,"SOUTH HAMPTON, NH  03827-3605",-70.94153,42.887986
19 STYLES RD,"NEW BOSTON, NH  03070-4216",-71.652336,43.025466
2 ROCKWOOD RD,"BROOKLINE, NH  03033-2129",-71.666354,42.718686
347 KEENE RD,"WINCHESTER, NH  03470-3124",-72.371697,42.795188
34 NEW RD,"WEARE, NH  03281-4550",-71.761162,43.081708
11 CYR DR,"HOOKSETT, NH  03106-1503",-71.469573,43.0939
27 PENINSULA DR,"STRATHAM, NH  03885-2300",-70.930214,43.024382
209 STAGE RD,"SANBORNTON, NH  03269-2508",-71.5983,43.53455
75 EQUATOR AVE,"FLAGTOWN, NJ  08821-1009",-74.6434,40.6787
83 FARRAGUT PL,"N PLAINFIELD, NJ  07060",-74.421084,40.632236
275 W 16TH ST,"SHIP BOTTOM, NJ  08008-4404",-74.182864,39.646855
10 N TAMARACK DR,"BRIELLE, NJ  08730-1246",-74.076376,40.101216
34 FAIRFIELD RD,"PARSIPPANY, NJ  07054-2621",-74.428731,40.860004
136 BROOKSIDE DR,"NEW PROVIDENCE, NJ  07974-2506",-74.391185,40.705948
93 ALDER LN,"BASKING RIDGE, NJ  07920-3708",-74.625591,40.659661
455 ANN AVE,"BRICK, NJ  08724-2101",-74.107893,40.093547
1982 KINTER AVE,"TRENTON, NJ  08610-2311",-74.69861,40.195122
229 DORIAN RD,"BOONTON, NJ  07005-2417",-74.387652,40.903452
18 CROSSBROOK LN,"WEST CALDWELL, NJ  07006-7020",-74.270774,40.854457
41 CALUMET AVE,"LAKE HIAWATHA, NJ  07034-2732",-74.379818,40.879846
12 RIDGEWAY AVE,"WEST ORANGE, NJ  07052-3208",-74.264046,40.777989
35 TARA LN,"BARNEGAT, NJ  08005-1678",-74.252388,39.746712
87 CARLTON AVE,"JERSEY CITY, NJ  07306-3401",-74.058434,40.743593
14 BOULEVARD,"HASBROUCK HTS, NJ  07604-1039",-74.083117,40.85386
19 LAKEVIEW CT,"CHERRY HILL, NJ  08003",-74.955045,39.902861
5 PENNSYLVANIA AVE,"SOMERDALE, NJ  08083-1201",-75.010617,39.839264
17 HICKORY PL,"PEQUANNOCK, NJ  07440-1104",-74.301684,40.94891
23 COBBLERS LN,"HAWTHORNE, NJ  07506-3005",-74.167075,40.977877
150 FLOYD ST,"BELLEVILLE, NJ  07109-2714",-74.147832,40.800759
24 HIGHLAND AVE,"RUMSON, NJ  07760-1752",-73.995882,40.374309
42 HUDSON AVE,"MAPLEWOOD, NJ  07040-1521",-74.252113,40.734623
16 VAN HOUTEN ST,"BERGENFIELD, NJ  07621-2030",-73.999558,40.926922
12 DEVON CT,"NORTH BRUNSWICK, NJ  08902-1491",-74.495082,40.462493
225 PAWNEE RD,"CRANFORD, NJ  07016-1517",-74.324087,40.669524
48 NOTCH RD,"CLIFTON, NJ  07013-3218",-74.17561,40.862703
2000 FAIRTON RD,"MILLVILLE, NJ  08332-4616",-75.091965,39.395573
383 RAMAH RD,"BRIDGETON, NJ  08302-6954",-75.180344,39.375252
120 HERRICK AVE,"TEANECK, NJ  07666-4107",-74.015392,40.878619
37 LEANNE DR,"SICKLERVILLE, NJ  08081-9249",-74.990849,39.714908
549 HOBART RD,"PARAMUS, NJ  07652-5612",-74.047992,40.953108
47 DERWENT AVE,"VERONA, NJ  07044-2132",-74.241944,40.833217
22 CAMPBELL RD,"KENDALL PARK, NJ  08824-1333",-74.560471,40.421811
746 STEVENS AVE,"WESTFIELD, NJ  07090-1316",-74.330759,40.657046
816 FREDERICK CT,"WYCKOFF, NJ  07481-1087",-74.188393,40.980824
12 AUBREY RD,"UPR MONTCLAIR, NJ  07043-2202",-74.198123,40.83275
34 BUCKNELL RD,"SOMERS POINT, NJ  08244-1338",-74.610632,39.327875
6 SAYLOR CT,"PLAINSBORO, NJ  08536-2011",-74.578262,40.333731
115 E RALEIGH AVE,"WILDWOOD CRST, NJ  08260-3253",-74.855961,38.959848
23 GREGG DR,"MANAHAWKIN, NJ  08050-3706",-74.230395,39.670861
27 OVERLOOK AVE,"EMERSON, NJ  07630-1017",-74.033763,40.979955
17 TOPPINGLIFT DR,"BAYVILLE, NJ  08721-1526",-74.130803,39.909018
1024 2ND AVE,"TOMS RIVER, NJ  08757-3317",-74.260943,39.994593
610 SPRUCE AVE,"PITMAN, NJ  08071-2022",-75.140299,39.738345
25 K DR,"PENNSVILLE, NJ  08070-2313",-75.513866,39.63689
3 ORCHARD LN,"COLTS NECK, NJ  07722-1569",-74.144653,40.302869
68 W 57TH ST,"BAYONNE, NJ  07002-3312",-74.101836,40.688087
164 LOUIS ST,"SECAUCUS, NJ  07094-2110",-74.064001,40.771068
146 OAK TER,"MARLTON, NJ  08053-2421",-74.92419,39.87678
6 SPRING BROOK DR,"RANDOLPH, NJ  07869-3464",-74.624647,40.831541
9 HIGH RIDGE RD,"LONG VALLEY, NJ  07853-3579",-74.802108,40.819716
35 N 20TH ST,"EAST ORANGE, NJ  07017-4805",-74.197046,40.766931
69 HIGHLAND RD,"GLEN ROCK, NJ  07452-2319",-74.11802,40.959765
31 DUTCH RD,"EAST BRUNSWICK, NJ  08816-2647",-74.432444,40.425916
347 FOSTER AVE,"VINELAND, NJ  08360-6315",-75.034134,39.466465
18 SAMANTHA WAY,"SPOTSWOOD, NJ  08884-1082",-74.406134,40.398811
1660 VALLEY VIEW RD,"MARTINSVILLE, NJ  08836-2119",-74.583132,40.612798
255 TEHAMA ST,"RAHWAY, NJ  07065-2829",-74.292075,40.596179
1 PARTRIDGE TURN,"WILLINGBORO, NJ  08046-2612",-74.898972,40.03632
75 HART BLVD,"FLEMINGTON, NJ  08822-1840",-74.846108,40.491309
41 BROOKSIDE RD,"CLARKSBURG, NJ  08510-1204",-74.40689,40.185395
224 78TH ST,"NORTH BERGEN, NJ  07047-5726",-74.002593,40.798976
1 FIELD LN,"DENVILLE, NJ  07834-1310",-74.495044,40.9054
15 WILDERNESS DR,"VOORHEES, NJ  08043-3415",-74.956463,39.844266
2 SEGAL CT,"MOUNT LAUREL, NJ  08054-3369",-74.872047,39.955459
79 MOUNTAINVIEW AVE,"NUTLEY, NJ  07110-2232",-74.163748,40.821513
95 WESTERVELT PL,"CRESSKILL, NJ  07626-1619",-73.953107,40.940664
1112 CHESTNUT AVE,"WOODBURY HEIGHTS, NJ  08097-1614",-75.13772,39.80982
60 PINEBROOK RD,"MANALAPAN, NJ  07726-8445",-74.344837,40.31761
6 SYLVAN TRL,"KINNELON, NJ  07405-2878",-74.353097,40.97664
44 KILLIAN PL,"TOTOWA, NJ  07512-2067",-74.212841,40.90637
230 BERKELEY RD,"RIVER EDGE, NJ  07661-1214",-74.043539,40.924962
167 MIDFIELD RD,"COLONIA, NJ  07067-3634",-74.294923,40.586059
8 TWIN TER,"HOLMDEL, NJ  07733-1042",-74.15275,40.418919
56 RIVER RD,"FLANDERS, NJ  07836-9627",-74.726824,40.834509
10 W PROSPECT AVE,"MOORESTOWN, NJ  08057-3522",-74.946429,39.961699
10 GRANDVIEW DR,"GLEN GARDNER, NJ  08826-3536",-74.934442,40.707093
47 E EDSALL AVE,"PALISADES PARK, NJ  07650-1420",-73.998617,40.843198
85 SUMMIT DR,"TABERNACLE, NJ  08088-9145",-74.751688,39.855289
213 KING ST,"MANVILLE, NJ  08835-2545",-74.594346,40.529706
1311 NEW YORK AVE,"UNION CITY, NJ  07087-4219",-74.035946,40.760361
2 POPLAR CT,"MOUNT HOLLY, NJ  08060-4314",-74.751929,39.993964
2 FORSGATE LN,"BORDENTOWN, NJ  08505-2710",-74.693995,40.149949
25 TOBOGGAN TRL,"SUSSEX, NJ  07461-4850",-74.514435,41.227776
1240 OLD ZION RD,"EGG HARBOR TWP, NJ  08234-7671",-74.593074,39.361283
335 FRANKLIN TPKE,"RIDGEWOOD, NJ  07450-1907",-74.102077,40.993765
307 JANE RD,"CINNAMINSON, NJ  08077-2929",-75.003763,39.992456
278 N POST RD,"PRINCETON JCT, NJ  08550-1408",-74.632034,40.301543
417 ELIZABETH AVE,"POINT PLEASANT BEACH, NJ  08742-4133",-74.046561,40.082938
117 PASSAIC AVE,"POMPTON LAKES, NJ  07442-1810",-74.286317,41.000216
308 PROSPECT AVE,"AVENEL, NJ  07001-1157",-74.28669,40.584586
1103 BREAKERS AVE,"ABSECON, NJ  08201-1401",-74.514701,39.44038
2237 HAMILTON BLVD,"SOUTH PLAINFIELD, NJ  07080-3103",-74.417049,40.563234
422 STANFORD AVE,"TURNERSVILLE, NJ  08012-1619",-75.049352,39.74275
208 MEADOWBROOK AVE,"WANAQUE, NJ  07465-1200",-74.27749,41.056076
39 RAMAPO RD,"POMPTON PLAINS, NJ  07444-1334",-74.300923,40.975683
103 MAPLE ST,"RUTHERFORD, NJ  07070-1718",-74.105961,40.830307
2121 NEW VILLAGE RD,"STEWARTSVILLE, NJ  08886-2662",-75.097725,40.670929
276 SUTTONS LN,"EDISON, NJ  08817-3063",-74.415092,40.51076
2886 TRAMWAY PL NE,"ALBUQUERQUE, NM  87122-2258",-106.497348,35.186883
17 PASEO VLG,"CLOVIS, NM  88101-3144",-103.183281,34.434158
1404 W EDWARDS ST,"CARLSBAD, NM  88220-4549",-104.243655,32.429989
306 CALLE OSO,"SANTA FE, NM  87501-1026",-105.931915,35.715912
40 CHIMESO RD,"ARTESIA, NM  88210-9212",-104.436973,32.923688
820 S 8TH ST,"HOBBS, NM  88240-7029",-103.118304,32.692678
5072 EMERALD ST,"LAS CRUCES, NM  88012-0631",-106.743394,32.378877
1504 S SAGE ST,"LOS ALAMOS, NM  87544-3182",-106.298772,35.885311
2102 S 2ND ST,"TUCUMCARI, NM  88401-3842",-103.726115,35.158863
835 URANIUM DR NE,"RIO RANCHO, NM  87124-4629",-106.639627,35.272583
404 ASPEN ST,"GRANTS, NM  87020-3305",-107.83041,35.14761
402 JEFF KING ST,"GALLUP, NM  87301-6924",-108.835466,35.51132
3 KING CT,"LOS LUNAS, NM  87031-7195",-106.697861,34.802216
15 MCCALL LN,"TIJERAS, NM  87059-5005",-106.282578,35.096373
112 W CHACO ST,"AZTEC, NM  87410-1914",-107.99591,36.822289
71 FROST RD,"SANDIA PARK, NM  87047-9409",-106.335928,35.165502
1022 W UNIVERSITY DR,"PORTALES, NM  88130-6690",-103.346028,34.179093
404 SUNDIAL AVE,"ALAMOGORDO, NM  88310-4121",-105.922791,32.894844
1315 BONITA DR,"BOSQUE FARMS, NM  87068-9307",-106.71032,34.840427
902 W GORE AVE,"LOVINGTON, NM  88260-2518",-103.360061,32.956969
1616 7TH ST,"LAS VEGAS, NM  87701-4920",-105.223291,35.608051
103 W 20TH ST APT B,"SILVER CITY, NM  88061-5622",-108.273897,32.78558
5400 IROQUOIS CIR,"RENO, NV  89502-8635",-119.715856,39.48536
1315 E ROBINSON ST,"CARSON CITY, NV  89701-4428",-119.754555,39.166908
4772 BIG DRAW DR,"NORTH LAS VEGAS, NV  89031-2897",-115.145085,36.246692
853 HILLSIDE DR,"ELKO, NV  89801-2711",-115.780072,40.834529
1536 MANCHA DR,"BOULDER CITY, NV  89005-3614",-114.841983,35.960364
130 HEXHAM DR,"HENDERSON, NV  89015-6081",-114.961138,36.028156
654 DOUGLAS ST,"FALLON, NV  89406-3909",-118.775102,39.468541
1512 DEL ROSA WAY,"SPARKS, NV  89434-2603",-119.714547,39.554176
2161 MEL DR,"GARDNERVILLE, NV  89410-6158",-119.663853,38.934474
1013 TRINITY WAY,"YERINGTON, NV  89447-3168",-119.180883,38.98101
839 TANAGER ST,"INCLINE VILLAGE, NV  89451-9444",-119.956339,39.247096
293 ELMWOOD AVE,"N TONAWANDA, NY  14120-5609",-78.853899,43.029318
127 N MAIN ST,"ALFRED, NY  14802-1021",-77.787037,42.260726
202 SALISBURY RD,"SYRACUSE, NY  13219-2562",-76.195421,43.042484
1040 ALBANY TPKE,"OLD CHATHAM, NY  12136-2113",-73.578056,42.464533
321 25TH ST,"WATERVLIET, NY  12189-1959",-73.702782,42.735728
6784 STEGER RD,"PREBLE, NY  13141-9709",-76.149994,42.73449
144 CONSAUL RD,"ALBANY, NY  12205-3715",-73.850597,42.744321
26 CLARKES XING,"FAIRPORT, NY  14450-3038",-77.452975,43.08591
721 CREEK RD,"ELMA, NY  14059-9398",-78.583335,42.822264
19 SPRUCE ST,"SCHENECTADY, NY  12304-1402",-73.91702,42.792983
2 MALIBU HL,"RENSSELAER, NY  12144-9692",-73.732137,42.637052
7133 E TAFT RD,"EAST SYRACUSE, NY  13057-9619",-76.030883,43.122755
955 BONCLIFF DR,"ALDEN, NY  14004-9475",-78.542721,42.887894
10 SYCAMORE DR,"HYDE PARK, NY  12538-2117",-73.908268,41.80964
20 BAYBERRY RD,"ARMONK, NY  10504-1005",-73.737211,41.132171
601 HATFIELD ST,"HORSEHEADS, NY  14845-2113",-76.830197,42.168923
7256 S ABBOTT RD,"HAMBURG, NY  14075-6904",-78.768356,42.688059
24 HARLESTON LN,"EAST ROCHESTER, NY  14445-2043",-77.501785,43.115959
20 DAUPHIN DR,"WILLIAMSVILLE, NY  14221-1759",-78.726405,43.00469
6054 MUSKRAT BAY RD,"BREWERTON, NY  13029-8621",-76.102608,43.222589
27 AQUEDUCT RD,"GARRISON, NY  10524-1162",-73.901032,41.331943
9 CROSS DR,"MAHOPAC, NY  10541-3212",-73.755633,41.363375
10058 CAMPBELL RD,"SAUQUOIT, NY  13456-3008",-75.223306,43.000474
30 SCAMMELL ST,"CORTLAND, NY  13045-3228",-76.182664,42.589177
35 HUDSON DR,"NEW WINDSOR, NY  12553-7429",-74.035926,41.470371
434 W 19TH ST PH B,"NEW YORK, NY  10011-3821",-74.004823,40.74452
227 N CEDAR ST,"N MASSAPEQUA, NY  11758-2820",-73.46653,40.701524
147 BEDFORD AVE,"GARDEN CTY PK, NY  11040-5250",-73.659991,40.739375
139 CUSHING AVE,"WILLISTON PK, NY  11596-1637",-73.651082,40.758514
1685 YALE RD,"MERRICK, NY  11566-4419",-73.557285,40.654474
19 BARSTOW RD APT E,"GREAT NECK, NY  11021-2231",-73.724765,40.788804
39 SYCAMORE LN,"ROSLYN HEIGHTS, NY  11577-2521",-73.636705,40.774524
114 OCEANVIEW PL,"STATEN ISLAND, NY  10308-3145",-74.153076,40.541576
140 WALKER RD,"MINEOLA, NY  11501-2328",-73.645801,40.742011
579 MONROE ST,"CEDARHURST, NY  11516-1342",-73.726202,40.628676
3 BRENDA LN,"MANORVILLE, NY  11949-3003",-72.797943,40.8447
23 TIMBER RIDGE DR,"COMMACK, NY  11725-1738",-73.257956,40.864577
23 DEER PATH LN,"SYOSSET, NY  11791-6116",-73.507385,40.794148
2867 BARKLEY AVE,"BRONX, NY  10465-1901",-73.82766,40.830711
206 FIELDMERE ST,"ELMONT, NY  11003-2019",-73.718954,40.702518
110 PLITT AVE,"FARMINGDALE, NY  11735-5106",-73.446457,40.719764
8 NESAQUAKE AVE,"PORT WASHINGTON, NY  11050-2012",-73.707508,40.838541
1118 SHELDON DR,"WESTBURY, NY  11590-5416",-73.567844,40.749393
2391 FLORA LN,"EAST MEADOW, NY  11554-1308",-73.546837,40.727477
135 W FULTON AVE,"ROOSEVELT, NY  11575-2026",-73.593139,40.675278
338 JULIUS RD # 10C,"COLLEGE POINT, NY  11356-1265",-73.839903,40.792658
3683 ORCHARD RD,"WANTAGH, NY  11793-3130",-73.497319,40.683972
22 PONDER LN,"DEER PARK, NY  11729-6218",-73.308586,40.755033
117 SELDEN BLVD,"CENTEREACH, NY  11720-3313",-73.061777,40.873559
10422 90TH AVE,"RICHMOND HILL, NY  11418-2105",-73.841484,40.692959
18 SINCLAIR DR,"GREENLAWN, NY  11740-2621",-73.362155,40.855419
14 BORRELL CT,"SAINT JAMES, NY  11780-1657",-73.18377,40.867605
6333 98TH PL APT 4B,"REGO PARK, NY  11374-2318",-73.85762,40.73188
3228 44TH ST,"ASTORIA, NY  11103-2342",-73.916618,40.756882
8120 168TH ST,"JAMAICA, NY  11432-1326",-73.799644,40.720955
515 VENETIAN BLVD,"LINDENHURST, NY  11757-6327",-73.348214,40.673257
85 WOOD ST,"LYNBROOK, NY  11563-2432",-73.68051,40.658001
27 ENFIELD LN,"HAUPPAUGE, NY  11788-3309",-73.169163,40.826089
1131 S EVERETT ST,"VALLEY STREAM, NY  11580-2348",-73.724258,40.681411
1 GARDEN PL,"BAY SHORE, NY  11706-7807",-73.261719,40.720195
2 GOLD CIR,"FREEPORT, NY  11520-1043",-73.600103,40.668682
177 BAYLAWN AVE,"COPIAGUE, NY  11726-5003",-73.393572,40.664784
93 SPRUCEWOOD DR,"LEVITTOWN, NY  11756-3813",-73.509348,40.708973
22 OAK ST,"CENTRAL ISLIP, NY  11722-4148",-73.205012,40.779249
887 JACKSON AVE,"FRANKLIN SQ, NY  11010-2111",-73.67508,40.696098
689 OLD MEDFORD AVE,"MEDFORD, NY  11763-3525",-73.009781,40.796422
15 HIAWATHA RD,"BABYLON, NY  11702-4409",-73.318364,40.681713
34 SKYLARK RD,"MASSAPEQUA PK, NY  11762-4036",-73.451791,40.657597
161 BAYPORT AVE,"BAYPORT, NY  11705-1850",-73.050334,40.742039
925 FOUNDERS PATH,"SOUTHOLD, NY  11971-1586",-72.417519,41.063772
46 GERARD AVE E,"MALVERNE, NY  11565-1209",-73.665453,40.681329
31 FRANCIS TER,"GLEN COVE, NY  11542-2635",-73.621864,40.868272
11 WILLIAM PENN DR,"STONY BROOK, NY  11790-1317",-73.126308,40.930699
23 SYLVIA ST,"GLEN HEAD, NY  11545-1226",-73.635179,40.830402
9740 81ST ST,"OZONE PARK, NY  11416-1920",-73.858444,40.681377
14 CECIL CT,"MELVILLE, NY  11747-1308",-73.387739,40.810101
1323 143RD ST,"WHITESTONE, NY  11357-2351",-73.826279,40.787289
1229 EWELER AVE,"FLORAL PARK, NY  11001-3713",-73.68515,40.713837
11 ROCKHAGEN RD,"THORNWOOD, NY  10594-2127",-73.769524,41.117106
207 BAYSIDE AVE,"ROCKAWAY POINT, NY  11697-1410",-73.890267,40.567363
5780 228TH ST,"BAYSIDE, NY  11364-2439",-73.750648,40.751495
133 MILLER RD,"HICKSVILLE, NY  11801-1846",-73.51602,40.781455
26 HACKBERRY LN,"HOLBROOK, NY  11741-1309",-73.078394,40.817743
2777 LEN DR,"BELLMORE, NY  11710-5201",-73.521887,40.654416
4736 46TH ST,"WOODSIDE, NY  11377-6552",-73.919578,40.740053
12 SOUTH DR,"ROSLYN, NY  11576-2027",-73.655717,40.798445
24539 62ND AVE,"DOUGLASTON, NY  11362-2051",-73.731391,40.755965
43 BREEZE AVE,"RONKONKOMA, NY  11779-5903",-73.143232,40.806202
5 PLAINEDGE DR,"BETHPAGE, NY  11714-6310",-73.482832,40.718782
360 PLYMOUTH ST,"WEST HEMPSTEAD, NY  11552-2451",-73.650387,40.69805
24102 145TH AVE,"ROSEDALE, NY  11422-2308",-73.741272,40.660107
16135 88TH ST,"HOWARD BEACH, NY  11414-3306",-73.843185,40.654209
137 MORTON BLVD,"PLAINVIEW, NY  11803-5629",-73.476848,40.771153
4 AZALIA CT,"HEMPSTEAD, NY  11550-1102",-73.637277,40.709169
31 LAFAYETTE AVE,"SEA CLIFF, NY  11579-1840",-73.638178,40.845335
1542 WASHINGTON AVE,"BOHEMIA, NY  11716-1418",-73.129641,40.780103
3423 71ST ST,"JACKSON HEIGHTS, NY  11372-1058",-73.894836,40.751945
199 IRISH LN,"ISLIP TERRACE, NY  11752-2114",-73.198327,40.747585
93 GILROY AVE,"UNIONDALE, NY  11553-1248",-73.588742,40.716685
67 FRESH POND RD,"FORT SALONGA, NY  11768-1346",-73.297951,40.922008
11 JAMES CT,"NANUET, NY  10954-3826",-74.023399,41.115219
25 ORCHARD PARK DR,"CLIFTON PARK, NY  12065-5735",-73.815088,42.840197
12 RACHELLE DR,"CHEEKTOWAGA, NY  14227-3523",-78.73276,42.867435
47 CINDY LN,"HIGHLAND MILLS, NY  10930-3205",-74.130016,41.33822
261 ARGUS DR,"DEPEW, NY  14043-1649",-78.691245,42.923222
34 WISCONSIN AVE,"DELMAR, NY  12054-4225",-73.824779,42.610033
259 MADISON RD,"SCARSDALE, NY  10583-6445",-73.79091,40.984937
328 BAND CAMP RD,"SAUGERTIES, NY  12477-3104",-74.035914,42.089868
76 JEFFERSON ST,"SALAMANCA, NY  14779-1774",-78.718768,42.15473
1521 RIVER ST,"OLEAN, NY  14760-1304",-78.433,42.098813
12 TOWER RD,"CARMEL, NY  10512-1923",-73.681582,41.410207
9 CATHERINE ST,"MOHAWK, NY  13407-1205",-75.014809,43.008583
48 TROY ST,"SENECA FALLS, NY  13148-1125",-76.796717,42.917038
332 IMPERIAL AVE,"PAINTED POST, NY  14870-1443",-77.087393,42.159311
574 BROOKLEDGE CT,"STRYKERSVILLE, NY  14145-9567",-78.445844,42.70212
24 WASHINGTON AVE,"ELLENVILLE, NY  12428-1108",-74.388098,41.720886
233 W CHESTNUT ST,"KINGSTON, NY  12401-6531",-73.994099,41.917669
171 CONTINENTAL RD,"NAPANOCH, NY  12458-2600",-74.375946,41.753491
33 ASHWOOD AVE,"WHITESBORO, NY  13492-1701",-75.312969,43.140622
872 QUEEN ANNE RD,"AMSTERDAM, NY  12010-8186",-74.217372,42.941159
4353 FORESTBROOK DR,"LIVERPOOL, NY  13090-2413",-76.209853,43.146774
3390 FOWLERVILLE RD,"CALEDONIA, NY  14423-9519",-77.842039,42.892191
44 TANGLEWOOD DR W,"ORCHARD PARK, NY  14127-3503",-78.709824,42.748536
138 QUEENSBURY AVE,"QUEENSBURY, NY  12804-7604",-73.603463,43.322309
4799 W HENRIETTA RD,"HENRIETTA, NY  14467-9303",-77.654342,43.05817
121 GORDON RD,"NORTH SYRACUSE, NY  13212-1203",-76.14389,43.141278
7 KRISTEN CT,"EAST GREENBUSH, NY  12061-2037",-73.690404,42.594849
3868 WESTERN TPKE,"DUANESBURG, NY  12056-3112",-74.105757,42.762807
48 LARCHWOOD DR,"PITTSFORD, NY  14534-2435",-77.483535,43.08725
